ticker,model_type,r2,mse,mae,dir_accuracy,train_size,test_size
ORAC,Ridge,0,0.10883328734057204,0.28130933200013264,0.5271739130434783,734,184
ORAC,RandomForest,0.3745762638982034,0.07823039777097611,0.23225136322447712,0.7336956521739131,734,184
SGBC,Ridge,0,0.191131780391168,0.3468757131531143,0.5823429541595926,2356,589
SGBC,RandomForest,0.18794369300039881,0.16038477686301195,0.32202032235714195,0.6213921901528013,2356,589
SLBC,Ridge,0,1.0046804127064448,0.7884599943512743,0.467005076142132,1576,394
SLBC,RandomForest,0.15471909204191936,0.8406609022446694,0.7140184742548691,0.4847715736040609,1576,394
SOGC,Ridge,0,0.4242495387985531,0.5212674066104623,0.5398230088495575,2259,565
SOGC,RandomForest,0.15023914797662996,0.3701668059958493,0.4848263732306881,0.5398230088495575,2259,565
